model,provider,deployment,profile_id,repetition,rationale_high,autonomy_infringement,procedural_legitimacy,collective_responsibility,access_barriers,coercive_backlash
Claude Haiku,,,P05,4,"While the person has medium trust in public health authorities and a regular doctor, significant structural barriers substantially reduce vaccination willingness. The requirement for in-person registration with documentation, lengthy paperwork, 1-2 hour wait times, and a distant clinic location create substantial friction for someone with part-time flexible work, childcare responsibilities, and limited income. These logistical obstacles are particularly burdensome for low-income households where time away from work has financial consequences.",0,0,1,1,0
Claude Haiku,,,P05,5,"While the person has medium trust in public health authorities and a regular doctor, significant structural barriers substantially reduce vaccination willingness. The requirement for in-person registration with documentation, lengthy paperwork, 1-2 hour wait times, and a distant clinic location create substantial friction for someone with part-time flexible work, childcare responsibilities, and limited income. These logistical obstacles are particularly burdensome for low-income households where time away from work has financial consequences.",0,0,1,1,0
Claude Haiku,,,P06,1,"While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.",0,0,0,1,0
Claude Haiku,,,P06,2,"While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.",0,0,0,1,0
Claude Haiku,,,P06,3,"While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.",0,0,0,1,0
Claude Haiku,,,P06,4,"While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.",0,0,0,1,0
Claude Haiku,,,P06,5,"While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.",0,0,0,1,0
Claude Haiku,,,P07,1,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.",0,0,0,1,0
Claude Haiku,,,P07,2,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.",0,0,0,1,0
Claude Haiku,,,P07,3,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.",0,0,0,1,0
Claude Haiku,,,P07,4,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.",0,0,0,1,0
Claude Haiku,,,P07,5,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.",0,0,0,1,0
Claude Haiku,,,P08,1,"While the person's control over her schedule and medium trust in authorities provide some motivation, significant barriers substantially reduce willingness: the requirement for in-person registration with documentation gathering, lengthy travel to a distant clinic, 1-2 hour wait times, and the need to arrange childcare for a 3-year-old create substantial logistical friction. Her low household income may also increase anxiety about documentation requirements and opportunity costs of time away from self-employment.",0,0,0,1,0
Claude Haiku,,,P08,2,"While the person's control over her schedule and medium trust in authorities provide some motivation, significant barriers substantially reduce willingness: the requirement for in-person registration with documentation gathering, lengthy travel to a distant clinic, 1-2 hour wait times, and the need to arrange childcare for a 3-year-old create substantial logistical friction. Her low household income may also increase anxiety about documentation requirements and opportunity costs of time away from self-employment.",0,0,0,1,0
Claude Haiku,,,P08,3,"While the person's control over her schedule and medium trust in authorities provide some motivation, significant barriers substantially reduce willingness: the requirement for in-person registration with documentation gathering, lengthy travel to a distant clinic, 1-2 hour wait times, and the need to arrange childcare for a 3-year-old create substantial logistical friction. Her low household income may also increase anxiety about documentation requirements and opportunity costs of time away from self-employment.",0,0,0,1,0
Claude Haiku,,,P08,4,"While the person's control over her schedule and medium trust in authorities provide some motivation, significant barriers substantially reduce willingness: the requirement for in-person registration with documentation gathering, lengthy travel to a distant clinic, 1-2 hour wait times, and the need to arrange childcare for a 3-year-old create substantial logistical friction. Her low household income may also increase anxiety about documentation requirements and opportunity costs of time away from self-employment.",0,0,0,1,0
Claude Haiku,,,P08,5,"While the person's control over her schedule and medium trust in authorities provide some motivation, significant barriers substantially reduce willingness: the requirement for in-person registration with documentation gathering, lengthy travel to a distant clinic, 1-2 hour wait times, and the need to arrange childcare for a 3-year-old create substantial logistical friction. Her low household income may also increase anxiety about documentation requirements and opportunity costs of time away from self-employment.",0,0,0,1,0
Claude Haiku,,,P09,1,"While this person has facilitating factors (flexible schedule, accessible doctor, medium trust in authorities), the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging for a low-income self-employed parent managing childcare. The documentation requirements may also create anxiety for someone with limited income.",0,0,0,1,0
Claude Haiku,,,P09,2,"While this person has facilitating factors (flexible schedule, accessible doctor, medium trust in authorities), the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging for a low-income self-employed parent managing childcare. The documentation requirements may also create anxiety for someone with limited income.",0,0,0,1,0
Claude Haiku,,,P09,3,"While this person has facilitating factors (flexible schedule, accessible doctor, medium trust in authorities), the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging for a low-income self-employed parent managing childcare. The documentation requirements may also create anxiety for someone with limited income.",0,0,0,1,0
Claude Haiku,,,P09,4,"While this person has facilitating factors (flexible schedule, accessible doctor, medium trust in authorities), the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging for a low-income self-employed parent managing childcare. The documentation requirements may also create anxiety for someone with limited income.",0,0,0,1,0
Claude Haiku,,,P09,5,"While this person has facilitating factors (flexible schedule, accessible doctor, medium trust in authorities), the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging for a low-income self-employed parent managing childcare. The documentation requirements may also create anxiety for someone with limited income.",0,0,0,1,0
Claude Haiku,,,P10,1,"While this person has moderate trust in public health authorities, significant structural barriers substantially reduce vaccination willingness. The requirement for in-person registration with extensive documentation, 1-2 hour wait times, and advance scheduling creates substantial friction for someone with limited work flexibility, no established healthcare provider, and childcare responsibilities. These logistical obstacles are particularly challenging for individuals with lower income and education levels, who research shows face greater difficulty navigating complex administrative processes.",0,0,1,1,0
Claude Haiku,,,P10,2,"While this person has moderate trust in public health authorities, significant structural barriers substantially reduce vaccination willingness. The requirement for in-person registration with extensive documentation, 1-2 hour wait times, and advance scheduling creates substantial friction for someone with limited work flexibility, no established healthcare provider, and childcare responsibilities. These logistical obstacles are particularly challenging for individuals with lower income and education levels, who research shows face greater difficulty navigating complex administrative processes.",0,0,1,1,0
Claude Haiku,,,P10,3,"While this person has moderate trust in public health authorities, significant structural barriers substantially reduce vaccination willingness. The requirement for in-person registration with extensive documentation, 1-2 hour wait times, and advance scheduling creates substantial friction for someone with limited work flexibility, no established healthcare provider, and childcare responsibilities. These logistical obstacles are particularly challenging for individuals with lower income and education levels, who research shows face greater difficulty navigating complex administrative processes.",0,0,1,1,0
Claude Haiku,,,P10,4,"While this person has moderate trust in public health authorities, significant structural barriers substantially reduce vaccination willingness. The requirement for in-person registration with extensive documentation, 1-2 hour wait times, and advance scheduling creates substantial friction for someone with limited work flexibility, no established healthcare provider, and childcare responsibilities. These logistical obstacles are particularly challenging for individuals with lower income and education levels, who research shows face greater difficulty navigating complex administrative processes.",0,0,1,1,0
Claude Haiku,,,P10,5,"While this person has moderate trust in public health authorities, significant structural barriers substantially reduce vaccination willingness. The requirement for in-person registration with extensive documentation, 1-2 hour wait times, and advance scheduling creates substantial friction for someone with limited work flexibility, no established healthcare provider, and childcare responsibilities. These logistical obstacles are particularly challenging for individuals with lower income and education levels, who research shows face greater difficulty navigating complex administrative processes.",0,0,1,1,0
Claude Haiku,,,P11,1,"Multiple structural barriers significantly reduce willingness: the inflexible work schedule makes taking time off difficult, the distant clinic location adds travel burden, and the 1-2 hour wait time is particularly challenging for a parent of a young child. While medium trust in authorities and having a regular doctor provide some positive factors, the administrative complexity (multiple forms, income/residency verification) combined with practical constraints creates substantial friction that likely deters vaccination uptake.",0,0,0,0,0
Claude Haiku,,,P11,2,"Multiple structural barriers significantly reduce willingness: the inflexible work schedule makes taking time off difficult, the distant clinic location adds travel burden, and the 1-2 hour wait time is particularly challenging for a parent of a young child. While medium trust in authorities and having a regular doctor provide some positive factors, the administrative complexity (multiple forms, income/residency verification) combined with practical constraints creates substantial friction that likely deters vaccination uptake.",0,0,0,0,0
Claude Haiku,,,P11,3,"Multiple structural barriers significantly reduce willingness: the inflexible work schedule makes taking time off difficult, the distant clinic location adds travel burden, and the 1-2 hour wait time is particularly challenging for a parent of a young child. While medium trust in authorities and having a regular doctor provide some positive factors, the administrative complexity (multiple forms, income/residency verification) combined with practical constraints creates substantial friction that likely deters vaccination uptake.",0,0,0,0,0
Claude Haiku,,,P11,4,"Multiple structural barriers significantly reduce willingness: the inflexible work schedule makes taking time off difficult, the distant clinic location adds travel burden, and the 1-2 hour wait time is particularly challenging for a parent of a young child. While medium trust in authorities and having a regular doctor provide some positive factors, the administrative complexity (multiple forms, income/residency verification) combined with practical constraints creates substantial friction that likely deters vaccination uptake.",0,0,0,0,0
Claude Haiku,,,P11,5,"Multiple structural barriers significantly reduce willingness: the inflexible work schedule makes taking time off difficult, the distant clinic location adds travel burden, and the 1-2 hour wait time is particularly challenging for a parent of a young child. While medium trust in authorities and having a regular doctor provide some positive factors, the administrative complexity (multiple forms, income/residency verification) combined with practical constraints creates substantial friction that likely deters vaccination uptake.",0,0,0,0,0
Claude Haiku,,,P12,1,"While this person has facilitating factors (regular doctor access, medium trust in authorities, full-time employment suggesting health consciousness), the registration barriers significantly reduce willingness. The requirement for in-person registration with multiple documents, 1-2 hour wait times, and inflexible advance scheduling creates substantial friction for someone with limited time off and childcare responsibilities. The combination of procedural complexity and time burden likely outweighs her moderate motivation to vaccinate.",0,0,0,1,0
Claude Haiku,,,P12,2,"While this person has facilitating factors (regular doctor access, medium trust in authorities, full-time employment suggesting health consciousness), the registration barriers significantly reduce willingness. The requirement for in-person registration with multiple documents, 1-2 hour wait times, and inflexible advance scheduling creates substantial friction for someone with limited time off and childcare responsibilities. The combination of procedural complexity and time burden likely outweighs her moderate motivation to vaccinate.",0,0,0,1,0
Claude Haiku,,,P12,3,"While this person has facilitating factors (regular doctor access, medium trust in authorities, full-time employment suggesting health consciousness), the registration barriers significantly reduce willingness. The requirement for in-person registration with multiple documents, 1-2 hour wait times, and inflexible advance scheduling creates substantial friction for someone with limited time off and childcare responsibilities. The combination of procedural complexity and time burden likely outweighs her moderate motivation to vaccinate.",0,0,0,1,0
Claude Haiku,,,P12,4,"While this person has facilitating factors (regular doctor access, medium trust in authorities, full-time employment suggesting health consciousness), the registration barriers significantly reduce willingness. The requirement for in-person registration with multiple documents, 1-2 hour wait times, and inflexible advance scheduling creates substantial friction for someone with limited time off and childcare responsibilities. The combination of procedural complexity and time burden likely outweighs her moderate motivation to vaccinate.",0,0,0,1,0
Claude Haiku,,,P12,5,"While this person has facilitating factors (regular doctor access, medium trust in authorities, full-time employment suggesting health consciousness), the registration barriers significantly reduce willingness. The requirement for in-person registration with multiple documents, 1-2 hour wait times, and inflexible advance scheduling creates substantial friction for someone with limited time off and childcare responsibilities. The combination of procedural complexity and time burden likely outweighs her moderate motivation to vaccinate.",0,0,0,1,0
Claude Haiku,,,P13,1,"While this person has moderate trust in public health authorities and part-time flexible work that could accommodate scheduling, significant barriers reduce willingness: the in-person registration requirement with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is challenging for someone managing a 3-year-old child; lack of a regular healthcare provider suggests lower health system engagement; and the one-week advance scheduling requirement may conflict with her variable work schedule. These structural obstacles likely outweigh her moderate baseline willingness.",0,0,1,0,0
Claude Haiku,,,P13,2,"While this person has moderate trust in public health authorities and part-time flexible work that could accommodate scheduling, significant barriers reduce willingness: the in-person registration requirement with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is challenging for someone managing a 3-year-old child; lack of a regular healthcare provider suggests lower health system engagement; and the one-week advance scheduling requirement may conflict with her variable work schedule. These structural obstacles likely outweigh her moderate baseline willingness.",0,0,1,0,0
Claude Haiku,,,P13,3,"While this person has moderate trust in public health authorities and part-time flexible work that could accommodate scheduling, significant barriers reduce willingness: the in-person registration requirement with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is challenging for someone managing a 3-year-old child; lack of a regular healthcare provider suggests lower health system engagement; and the one-week advance scheduling requirement may conflict with her variable work schedule. These structural obstacles likely outweigh her moderate baseline willingness.",0,0,1,0,0
Claude Haiku,,,P13,4,"While this person has moderate trust in public health authorities and part-time flexible work that could accommodate scheduling, significant barriers reduce willingness: the in-person registration requirement with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is challenging for someone managing a 3-year-old child; lack of a regular healthcare provider suggests lower health system engagement; and the one-week advance scheduling requirement may conflict with her variable work schedule. These structural obstacles likely outweigh her moderate baseline willingness.",0,0,1,0,0
Claude Haiku,,,P13,5,"While this person has moderate trust in public health authorities and part-time flexible work that could accommodate scheduling, significant barriers reduce willingness: the in-person registration requirement with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is challenging for someone managing a 3-year-old child; lack of a regular healthcare provider suggests lower health system engagement; and the one-week advance scheduling requirement may conflict with her variable work schedule. These structural obstacles likely outweigh her moderate baseline willingness.",0,0,1,0,0
Claude Haiku,,,P14,1,"While this person has a regular doctor and medium trust in authorities, multiple barriers significantly reduce vaccination willingness: the distant clinic location, inflexible registration requirements (in-person, documentation, multiple forms), substantial time commitment (1-2 hours wait plus advance scheduling), and childcare coordination challenges with a 3-year-old. Part-time work with flexible hours provides some mitigation, but the cumulative friction of administrative and logistical obstacles substantially outweighs baseline health-seeking behavior.",0,0,0,1,0
Claude Haiku,,,P14,2,"While this person has a regular doctor and medium trust in authorities, multiple barriers significantly reduce vaccination willingness: the distant clinic location, inflexible registration requirements (in-person, documentation, multiple forms), substantial time commitment (1-2 hours wait plus advance scheduling), and childcare coordination challenges with a 3-year-old. Part-time work with flexible hours provides some mitigation, but the cumulative friction of administrative and logistical obstacles substantially outweighs baseline health-seeking behavior.",0,0,0,1,0
Claude Haiku,,,P14,3,"While this person has a regular doctor and medium trust in authorities, multiple barriers significantly reduce vaccination willingness: the distant clinic location, inflexible registration requirements (in-person, documentation, multiple forms), substantial time commitment (1-2 hours wait plus advance scheduling), and childcare coordination challenges with a 3-year-old. Part-time work with flexible hours provides some mitigation, but the cumulative friction of administrative and logistical obstacles substantially outweighs baseline health-seeking behavior.",0,0,0,1,0
Claude Haiku,,,P14,4,"While this person has a regular doctor and medium trust in authorities, multiple barriers significantly reduce vaccination willingness: the distant clinic location, inflexible registration requirements (in-person, documentation, multiple forms), substantial time commitment (1-2 hours wait plus advance scheduling), and childcare coordination challenges with a 3-year-old. Part-time work with flexible hours provides some mitigation, but the cumulative friction of administrative and logistical obstacles substantially outweighs baseline health-seeking behavior.",0,0,0,1,0
Claude Haiku,,,P14,5,"While this person has a regular doctor and medium trust in authorities, multiple barriers significantly reduce vaccination willingness: the distant clinic location, inflexible registration requirements (in-person, documentation, multiple forms), substantial time commitment (1-2 hours wait plus advance scheduling), and childcare coordination challenges with a 3-year-old. Part-time work with flexible hours provides some mitigation, but the cumulative friction of administrative and logistical obstacles substantially outweighs baseline health-seeking behavior.",0,0,0,1,0
Claude Haiku,,,P15,1,"While her accessible healthcare and flexible work schedule are facilitating factors, the substantial administrative burden—multiple forms, required documentation, 1-2 hour wait time, and advance scheduling—creates meaningful friction that may deter vaccination, particularly given her medium trust in public health authorities and the competing demands of single-parent childcare. The income verification requirement may also feel intrusive or create anxiety despite her stable employment.",0,0,1,1,0
Claude Haiku,,,P15,2,"While her accessible healthcare and flexible work schedule are facilitating factors, the substantial administrative burden—multiple forms, required documentation, 1-2 hour wait time, and advance scheduling—creates meaningful friction that may deter vaccination, particularly given her medium trust in public health authorities and the competing demands of single-parent childcare. The income verification requirement may also feel intrusive or create anxiety despite her stable employment.",0,0,1,1,0
Claude Haiku,,,P15,3,"While her accessible healthcare and flexible work schedule are facilitating factors, the substantial administrative burden—multiple forms, required documentation, 1-2 hour wait time, and advance scheduling—creates meaningful friction that may deter vaccination, particularly given her medium trust in public health authorities and the competing demands of single-parent childcare. The income verification requirement may also feel intrusive or create anxiety despite her stable employment.",0,0,1,1,0
Claude Haiku,,,P15,4,"While her accessible healthcare and flexible work schedule are facilitating factors, the substantial administrative burden—multiple forms, required documentation, 1-2 hour wait time, and advance scheduling—creates meaningful friction that may deter vaccination, particularly given her medium trust in public health authorities and the competing demands of single-parent childcare. The income verification requirement may also feel intrusive or create anxiety despite her stable employment.",0,0,1,1,0
Claude Haiku,,,P15,5,"While her accessible healthcare and flexible work schedule are facilitating factors, the substantial administrative burden—multiple forms, required documentation, 1-2 hour wait time, and advance scheduling—creates meaningful friction that may deter vaccination, particularly given her medium trust in public health authorities and the competing demands of single-parent childcare. The income verification requirement may also feel intrusive or create anxiety despite her stable employment.",0,0,1,1,0
Claude Haiku,,,P16,1,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; lack of a regular healthcare provider suggests lower healthcare engagement; medium trust in public health authorities provides insufficient motivation to overcome these obstacles; and the 1-2 hour waiting time with a young child at home presents practical challenges for a self-employed individual managing childcare. The combination of high friction and moderate institutional trust results in below-average vaccination willingness.",0,0,1,1,1
Claude Haiku,,,P16,2,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; lack of a regular healthcare provider suggests lower healthcare engagement; medium trust in public health authorities provides insufficient motivation to overcome these obstacles; and the 1-2 hour waiting time with a young child at home presents practical challenges for a self-employed individual managing childcare. The combination of high friction and moderate institutional trust results in below-average vaccination willingness.",0,0,1,1,1
Claude Haiku,,,P16,3,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; lack of a regular healthcare provider suggests lower healthcare engagement; medium trust in public health authorities provides insufficient motivation to overcome these obstacles; and the 1-2 hour waiting time with a young child at home presents practical challenges for a self-employed individual managing childcare. The combination of high friction and moderate institutional trust results in below-average vaccination willingness.",0,0,1,1,1
Claude Haiku,,,P16,4,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; lack of a regular healthcare provider suggests lower healthcare engagement; medium trust in public health authorities provides insufficient motivation to overcome these obstacles; and the 1-2 hour waiting time with a young child at home presents practical challenges for a self-employed individual managing childcare. The combination of high friction and moderate institutional trust results in below-average vaccination willingness.",0,0,1,1,1
Claude Haiku,,,P16,5,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; lack of a regular healthcare provider suggests lower healthcare engagement; medium trust in public health authorities provides insufficient motivation to overcome these obstacles; and the 1-2 hour waiting time with a young child at home presents practical challenges for a self-employed individual managing childcare. The combination of high friction and moderate institutional trust results in below-average vaccination willingness.",0,0,1,1,1
Claude Haiku,,,P17,1,"While the person's self-employment flexibility and medium trust in authorities provide some motivation, significant barriers substantially reduce willingness. The requirement for in-person registration with extensive documentation, lengthy travel to a distant clinic, 1-2 hour wait times, and childcare coordination challenges create substantial friction that disproportionately affects someone with her resource constraints and competing responsibilities as a single parent.",0,0,0,1,0
Claude Haiku,,,P17,2,"While the person's self-employment flexibility and medium trust in authorities provide some motivation, significant barriers substantially reduce willingness. The requirement for in-person registration with extensive documentation, lengthy travel to a distant clinic, 1-2 hour wait times, and childcare coordination challenges create substantial friction that disproportionately affects someone with her resource constraints and competing responsibilities as a single parent.",0,0,0,1,0
Claude Haiku,,,P17,3,"While the person's self-employment flexibility and medium trust in authorities provide some motivation, significant barriers substantially reduce willingness. The requirement for in-person registration with extensive documentation, lengthy travel to a distant clinic, 1-2 hour wait times, and childcare coordination challenges create substantial friction that disproportionately affects someone with her resource constraints and competing responsibilities as a single parent.",0,0,0,1,0
Claude Haiku,,,P17,4,"While the person's self-employment flexibility and medium trust in authorities provide some motivation, significant barriers substantially reduce willingness. The requirement for in-person registration with extensive documentation, lengthy travel to a distant clinic, 1-2 hour wait times, and childcare coordination challenges create substantial friction that disproportionately affects someone with her resource constraints and competing responsibilities as a single parent.",0,0,0,1,0
Claude Haiku,,,P17,5,"While the person's self-employment flexibility and medium trust in authorities provide some motivation, significant barriers substantially reduce willingness. The requirement for in-person registration with extensive documentation, lengthy travel to a distant clinic, 1-2 hour wait times, and childcare coordination challenges create substantial friction that disproportionately affects someone with her resource constraints and competing responsibilities as a single parent.",0,0,0,1,0
Claude Haiku,,,P18,1,"While her easy access to a regular doctor and medium trust in public health authorities are positive factors, the burdensome registration process—requiring in-person visits, extensive documentation, multiple forms, and 1-2 hour wait times—creates significant friction. As a self-employed parent with a young child, the time commitment and logistical complexity of this scenario substantially reduce her likelihood of following through, despite her flexible schedule potentially mitigating some barriers.",0,0,1,0,0
Claude Haiku,,,P18,2,"While her easy access to a regular doctor and medium trust in public health authorities are positive factors, the burdensome registration process—requiring in-person visits, extensive documentation, multiple forms, and 1-2 hour wait times—creates significant friction. As a self-employed parent with a young child, the time commitment and logistical complexity of this scenario substantially reduce her likelihood of following through, despite her flexible schedule potentially mitigating some barriers.",0,0,1,0,0
Claude Haiku,,,P18,3,"While her easy access to a regular doctor and medium trust in public health authorities are positive factors, the burdensome registration process—requiring in-person visits, extensive documentation, multiple forms, and 1-2 hour wait times—creates significant friction. As a self-employed parent with a young child, the time commitment and logistical complexity of this scenario substantially reduce her likelihood of following through, despite her flexible schedule potentially mitigating some barriers.",0,0,1,0,0
Claude Haiku,,,P18,4,"While her easy access to a regular doctor and medium trust in public health authorities are positive factors, the burdensome registration process—requiring in-person visits, extensive documentation, multiple forms, and 1-2 hour wait times—creates significant friction. As a self-employed parent with a young child, the time commitment and logistical complexity of this scenario substantially reduce her likelihood of following through, despite her flexible schedule potentially mitigating some barriers.",0,0,1,0,0
Claude Haiku,,,P18,5,"While her easy access to a regular doctor and medium trust in public health authorities are positive factors, the burdensome registration process—requiring in-person visits, extensive documentation, multiple forms, and 1-2 hour wait times—creates significant friction. As a self-employed parent with a young child, the time commitment and logistical complexity of this scenario substantially reduce her likelihood of following through, despite her flexible schedule potentially mitigating some barriers.",0,0,1,0,0
Claude Haiku,,,P19,1,"While this person has moderate trust in public health authorities and likely recognizes vaccination's importance, significant structural barriers substantially reduce willingness. The requirement for in-person registration with extensive documentation, 1-2 hour wait times, and advance scheduling conflicts directly with her inflexible work schedule and lack of established healthcare relationships. The administrative burden and time commitment present formidable obstacles for a working parent without easy access to time off.",0,0,1,1,0
Claude Haiku,,,P19,2,"While this person has moderate trust in public health authorities and likely recognizes vaccination's importance, significant structural barriers substantially reduce willingness. The requirement for in-person registration with extensive documentation, 1-2 hour wait times, and advance scheduling conflicts directly with her inflexible work schedule and lack of established healthcare relationships. The administrative burden and time commitment present formidable obstacles for a working parent without easy access to time off.",0,0,1,1,0
Claude Haiku,,,P19,3,"While this person has moderate trust in public health authorities and likely recognizes vaccination's importance, significant structural barriers substantially reduce willingness. The requirement for in-person registration with extensive documentation, 1-2 hour wait times, and advance scheduling conflicts directly with her inflexible work schedule and lack of established healthcare relationships. The administrative burden and time commitment present formidable obstacles for a working parent without easy access to time off.",0,0,1,1,0
Claude Haiku,,,P19,4,"While this person has moderate trust in public health authorities and likely recognizes vaccination's importance, significant structural barriers substantially reduce willingness. The requirement for in-person registration with extensive documentation, 1-2 hour wait times, and advance scheduling conflicts directly with her inflexible work schedule and lack of established healthcare relationships. The administrative burden and time commitment present formidable obstacles for a working parent without easy access to time off.",0,0,1,1,0
Claude Haiku,,,P19,5,"While this person has moderate trust in public health authorities and likely recognizes vaccination's importance, significant structural barriers substantially reduce willingness. The requirement for in-person registration with extensive documentation, 1-2 hour wait times, and advance scheduling conflicts directly with her inflexible work schedule and lack of established healthcare relationships. The administrative burden and time commitment present formidable obstacles for a working parent without easy access to time off.",0,0,1,1,0
Claude Haiku,,,P20,1,"While this person has moderate trust in public health authorities and stable employment, significant structural barriers substantially reduce vaccination willingness. The requirement for in-person registration with extensive documentation, lengthy waiting times (1-2 hours), difficulty taking time off work, distance to the clinic, and the need to arrange childcare for a 3-year-old create substantial friction. These logistical obstacles are particularly challenging for someone with limited schedule flexibility, likely outweighing baseline willingness despite her medium trust in authorities.",0,0,1,1,0
Claude Haiku,,,P20,2,"While this person has moderate trust in public health authorities and stable employment, significant structural barriers substantially reduce vaccination willingness. The requirement for in-person registration with extensive documentation, lengthy waiting times (1-2 hours), difficulty taking time off work, distance to the clinic, and the need to arrange childcare for a 3-year-old create substantial friction. These logistical obstacles are particularly challenging for someone with limited schedule flexibility, likely outweighing baseline willingness despite her medium trust in authorities.",0,0,1,1,0
