model,provider,access_route,requested_model_id,returned_model_id,route_provider,profile_id,burden_level,repetition,profile_text,scenario_text,raw_response,json_valid,willingness,score_valid,rationale,non_refusal,timestamp,temperature,top_p,metadata_json
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,Groq,P14,low,4,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{""willingness"": 82, ""rationale"": ""The person's medium trust in public health authorities and the lack of required documentation beyond a standard identification card contribute to a moderate level of willingness. The convenience of scheduling an appointment online, the nearby pharmacy's extended hours, and the short estimated time required for the vaccination also increase her willingness. However, her part-time work schedule and the distance to her regular doctor's clinic may pose some logistical challenges.""}",True,82,True,"The person's medium trust in public health authorities and the lack of required documentation beyond a standard identification card contribute to a moderate level of willingness. The convenience of scheduling an appointment online, the nearby pharmacy's extended hours, and the short estimated time required for the vaccination also increase her willingness. However, her part-time work schedule and the distance to her regular doctor's clinic may pose some logistical challenges.",True,2026-06-04T21:00:52.261706+00:00,0,default,"{""id"": ""gen-1780606851-KMtJyyaSPC2qrq0WcfaW"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""Groq""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P14,low,5,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 82, ""rationale"": ""The person's medium trust in public health authorities and the lack of required documentation beyond a standard ID card may reduce their willingness slightly. However, the convenience of scheduling an appointment online, the nearby location of the pharmacy with extended hours, and the short estimated time required for the appointment are likely to increase their willingness to get vaccinated.""}",True,82,True,"The person's medium trust in public health authorities and the lack of required documentation beyond a standard ID card may reduce their willingness slightly. However, the convenience of scheduling an appointment online, the nearby location of the pharmacy with extended hours, and the short estimated time required for the appointment are likely to increase their willingness to get vaccinated.",True,2026-06-04T21:00:55.913972+00:00,0,default,"{""id"": ""gen-1780606852-iAQIs4zYYIihaEKZeUej"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P14,high,1,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 45, ""rationale"": ""The person's medium trust in public health authorities and the requirement to register in person at a designated public health center may make them hesitant. The need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may also contribute to their reluctance. However, their part-time job with flexible hours and the presence of a regular doctor may make it slightly easier for them to accommodate the vaccination appointment.""}",True,45,True,"The person's medium trust in public health authorities and the requirement to register in person at a designated public health center may make them hesitant. The need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may also contribute to their reluctance. However, their part-time job with flexible hours and the presence of a regular doctor may make it slightly easier for them to accommodate the vaccination appointment.",True,2026-06-04T21:01:00.902462+00:00,0,default,"{""id"": ""gen-1780606856-Tt1rB51Z1U61KJw8GZix"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P14,high,2,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 45, ""rationale"": ""The person's medium trust in public health authorities and the requirement to register in person at a designated public health center may make them hesitant. The need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may also contribute to their reluctance. However, their part-time job with flexible hours and the presence of a regular doctor may make it slightly easier for them to accommodate the vaccination appointment.""}",True,45,True,"The person's medium trust in public health authorities and the requirement to register in person at a designated public health center may make them hesitant. The need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may also contribute to their reluctance. However, their part-time job with flexible hours and the presence of a regular doctor may make it slightly easier for them to accommodate the vaccination appointment.",True,2026-06-04T21:01:05.530715+00:00,0,default,"{""id"": ""gen-1780606861-8PDLxnBFAHMbDwFMcOPF"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P14,high,3,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 45, ""rationale"": ""The person's medium trust in public health authorities and the requirement to register in person at a designated public health center may make them hesitant. The need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may also contribute to their reluctance. However, their part-time job with flexible hours and the presence of a regular doctor may make it slightly easier for them to accommodate the vaccination appointment.""}",True,45,True,"The person's medium trust in public health authorities and the requirement to register in person at a designated public health center may make them hesitant. The need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may also contribute to their reluctance. However, their part-time job with flexible hours and the presence of a regular doctor may make it slightly easier for them to accommodate the vaccination appointment.",True,2026-06-04T21:01:10.128440+00:00,0,default,"{""id"": ""gen-1780606865-gxSSWsN7G0EzL2YPmZRB"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,Groq,P14,high,4,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{""willingness"": 45, ""rationale"": ""The person's medium trust in public health authorities and the need to register in person at a designated public health center may deter her from getting vaccinated. Additionally, the requirement to bring income verification and proof of residency, complete paper forms, and the estimated 1-2 hour waiting time may be inconvenient for her, especially considering her part-time job with somewhat flexible hours and the distance to her doctor's clinic.""}",True,45,True,"The person's medium trust in public health authorities and the need to register in person at a designated public health center may deter her from getting vaccinated. Additionally, the requirement to bring income verification and proof of residency, complete paper forms, and the estimated 1-2 hour waiting time may be inconvenient for her, especially considering her part-time job with somewhat flexible hours and the distance to her doctor's clinic.",True,2026-06-04T21:01:10.853393+00:00,0,default,"{""id"": ""gen-1780606870-DxJr1NlmqYjSkKG0E6oj"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""Groq""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P14,high,5,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 45, ""rationale"": ""The person's medium trust in public health authorities and the requirement to register in person at a designated public health center may make them hesitant. The need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may also contribute to their reluctance. However, their part-time job with flexible hours and the presence of a regular doctor may make it slightly easier for them to accommodate the vaccination appointment.""}",True,45,True,"The person's medium trust in public health authorities and the requirement to register in person at a designated public health center may make them hesitant. The need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may also contribute to their reluctance. However, their part-time job with flexible hours and the presence of a regular doctor may make it slightly easier for them to accommodate the vaccination appointment.",True,2026-06-04T21:01:15.306169+00:00,0,default,"{""id"": ""gen-1780606871-vrW5Se55Z7LB20x5Co83"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P15,low,1,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{""willingness"": 85, ""rationale"": ""The person's medium trust in public health authorities and lack of required documentation beyond a standard ID card suggest a moderate level of comfort with the vaccination process. The convenience of scheduling online, the pharmacy's extended hours, and the short appointment duration further increase her willingness to get vaccinated. Her part-time work schedule and ability to easily get doctor's appointments also indicate a relatively high level of flexibility and access to healthcare, which may contribute to her willingness to proceed with vaccination.""}",True,85,True,"The person's medium trust in public health authorities and lack of required documentation beyond a standard ID card suggest a moderate level of comfort with the vaccination process. The convenience of scheduling online, the pharmacy's extended hours, and the short appointment duration further increase her willingness to get vaccinated. Her part-time work schedule and ability to easily get doctor's appointments also indicate a relatively high level of flexibility and access to healthcare, which may contribute to her willingness to proceed with vaccination.",True,2026-06-04T21:01:19.357803+00:00,0,default,"{""id"": ""gen-1780606875-s9nVSe4xlWNcHNO6uHu5"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P15,low,2,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{""willingness"": 85, ""rationale"": ""The person's medium trust in public health authorities and lack of required documentation beyond a standard ID card suggest a moderate level of comfort with the vaccination process. The convenience of scheduling online, the pharmacy's extended hours, and the short appointment duration further increase her willingness to get vaccinated. Her part-time work schedule and ability to easily get doctor's appointments also indicate a relatively high level of flexibility and access to healthcare, which may contribute to her willingness to proceed with vaccination.""}",True,85,True,"The person's medium trust in public health authorities and lack of required documentation beyond a standard ID card suggest a moderate level of comfort with the vaccination process. The convenience of scheduling online, the pharmacy's extended hours, and the short appointment duration further increase her willingness to get vaccinated. Her part-time work schedule and ability to easily get doctor's appointments also indicate a relatively high level of flexibility and access to healthcare, which may contribute to her willingness to proceed with vaccination.",True,2026-06-04T21:01:23.530364+00:00,0,default,"{""id"": ""gen-1780606879-m6RKS73yVat56YLwBDDf"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,Groq,P15,low,3,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{""willingness"": 85, ""rationale"": ""The person's medium trust in public health authorities and lack of required documentation beyond a standard identification card contribute to a moderate level of willingness. The convenience of scheduling an appointment online, the pharmacy's extended hours, and the short estimated time required for the vaccination also increase her willingness. However, her part-time work schedule and potential childcare responsibilities may slightly reduce her willingness.""}",True,85,True,"The person's medium trust in public health authorities and lack of required documentation beyond a standard identification card contribute to a moderate level of willingness. The convenience of scheduling an appointment online, the pharmacy's extended hours, and the short estimated time required for the vaccination also increase her willingness. However, her part-time work schedule and potential childcare responsibilities may slightly reduce her willingness.",True,2026-06-04T21:01:24.210756+00:00,0,default,"{""id"": ""gen-1780606883-VL6NNnTJTSIIksKthfSy"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""Groq""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P15,low,4,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{""willingness"": 85, ""rationale"": ""The person's medium trust in public health authorities and lack of required documentation beyond a standard ID card suggest a moderate level of comfort with the vaccination process. The convenience of scheduling online, the pharmacy's extended hours, and the short appointment duration further increase her willingness to get vaccinated. Her part-time work schedule and ability to easily get doctor's appointments also indicate a relatively high level of flexibility and access to healthcare, which may contribute to her willingness to proceed with vaccination.""}",True,85,True,"The person's medium trust in public health authorities and lack of required documentation beyond a standard ID card suggest a moderate level of comfort with the vaccination process. The convenience of scheduling online, the pharmacy's extended hours, and the short appointment duration further increase her willingness to get vaccinated. Her part-time work schedule and ability to easily get doctor's appointments also indicate a relatively high level of flexibility and access to healthcare, which may contribute to her willingness to proceed with vaccination.",True,2026-06-04T21:01:28.212448+00:00,0,default,"{""id"": ""gen-1780606884-jCb1gsBOIBYibuvM30Vg"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P15,low,5,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{""willingness"": 85, ""rationale"": ""The person's medium trust in public health authorities and lack of required documentation beyond a standard ID card suggest a moderate level of comfort with the vaccination process. The convenience of scheduling online, the pharmacy's extended hours, and the short appointment duration further increase her willingness to get vaccinated. Her part-time work schedule and ability to easily get doctor's appointments also indicate a relatively high level of flexibility and access to healthcare, which may contribute to her willingness to proceed with vaccination.""}",True,85,True,"The person's medium trust in public health authorities and lack of required documentation beyond a standard ID card suggest a moderate level of comfort with the vaccination process. The convenience of scheduling online, the pharmacy's extended hours, and the short appointment duration further increase her willingness to get vaccinated. Her part-time work schedule and ability to easily get doctor's appointments also indicate a relatively high level of flexibility and access to healthcare, which may contribute to her willingness to proceed with vaccination.",True,2026-06-04T21:01:32.391816+00:00,0,default,"{""id"": ""gen-1780606888-YRip816ToaJMlQnhxewt"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P15,high,1,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 62, ""rationale"": ""The person's medium trust in public health authorities and the requirement to register in person at a public health center may increase their willingness to get vaccinated. However, the need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may decrease their willingness, as they may find these requirements inconvenient and time-consuming.""}",True,62,True,"The person's medium trust in public health authorities and the requirement to register in person at a public health center may increase their willingness to get vaccinated. However, the need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may decrease their willingness, as they may find these requirements inconvenient and time-consuming.",True,2026-06-04T21:01:36.838214+00:00,0,default,"{""id"": ""gen-1780606892-1M7ElSnyizJVfNo0WRPp"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P15,high,2,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 62, ""rationale"": ""The person's medium trust in public health authorities and the requirement to register in person at a public health center may increase their willingness to get vaccinated. However, the need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may decrease their willingness, as they may find these requirements inconvenient and time-consuming.""}",True,62,True,"The person's medium trust in public health authorities and the requirement to register in person at a public health center may increase their willingness to get vaccinated. However, the need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may decrease their willingness, as they may find these requirements inconvenient and time-consuming.",True,2026-06-04T21:01:41.061533+00:00,0,default,"{""id"": ""gen-1780606897-6UTOXLXjmvJ632vuX5kw"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P15,high,3,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 62, ""rationale"": ""The person's medium trust in public health authorities and the requirement to register in person at a public health center may increase their willingness to get vaccinated. However, the need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may decrease their willingness, as they may find these requirements inconvenient and time-consuming.""}",True,62,True,"The person's medium trust in public health authorities and the requirement to register in person at a public health center may increase their willingness to get vaccinated. However, the need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may decrease their willingness, as they may find these requirements inconvenient and time-consuming.",True,2026-06-04T21:01:44.907769+00:00,0,default,"{""id"": ""gen-1780606901-MmemaEZQ2nblmymZbV7A"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P15,high,4,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 62, ""rationale"": ""The person's medium trust in public health authorities and the requirement to register in person at a public health center may increase their willingness to get vaccinated. However, the need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may decrease their willingness, as they have somewhat flexible hours and may not want to take time off work or spend a lot of time at the site.""}",True,62,True,"The person's medium trust in public health authorities and the requirement to register in person at a public health center may increase their willingness to get vaccinated. However, the need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may decrease their willingness, as they have somewhat flexible hours and may not want to take time off work or spend a lot of time at the site.",True,2026-06-04T21:01:49.160255+00:00,0,default,"{""id"": ""gen-1780606905-uEXzj82RNBf5RtsrkwPn"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P15,high,5,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 62, ""rationale"": ""The person's medium trust in public health authorities and the requirement to register in person at a public health center may increase their willingness to get vaccinated. However, the need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may decrease their willingness, as they have somewhat flexible hours and may not want to take time off work or spend a lot of time at the site.""}",True,62,True,"The person's medium trust in public health authorities and the requirement to register in person at a public health center may increase their willingness to get vaccinated. However, the need to bring income verification and proof of residency, complete paper forms, and wait 1-2 hours at the site may decrease their willingness, as they have somewhat flexible hours and may not want to take time off work or spend a lot of time at the site.",True,2026-06-04T21:01:53.425562+00:00,0,default,"{""id"": ""gen-1780606909-iBNfW5yoVbPAgjPSHwkp"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P16,low,1,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 82, ""rationale"": ""The person's medium trust in public health authorities and lack of a regular doctor or health clinic may reduce their willingness to get vaccinated. However, the convenience of scheduling an appointment online, the availability of extended evening and weekend hours, and the minimal documentation required are likely to increase their willingness. The short estimated time required for the appointment also makes it more appealing.""}",True,82,True,"The person's medium trust in public health authorities and lack of a regular doctor or health clinic may reduce their willingness to get vaccinated. However, the convenience of scheduling an appointment online, the availability of extended evening and weekend hours, and the minimal documentation required are likely to increase their willingness. The short estimated time required for the appointment also makes it more appealing.",True,2026-06-04T21:01:57.190517+00:00,0,default,"{""id"": ""gen-1780606913-OpDUN279CylGzNfF29Gq"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P16,low,2,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 82, ""rationale"": ""The person's medium trust in public health authorities and lack of a regular doctor or health clinic may reduce their willingness to get vaccinated. However, the convenience of scheduling an appointment online, the availability of extended evening and weekend hours, and the minimal documentation required are likely to increase their willingness. The short estimated time required for the appointment also makes it more appealing.""}",True,82,True,"The person's medium trust in public health authorities and lack of a regular doctor or health clinic may reduce their willingness to get vaccinated. However, the convenience of scheduling an appointment online, the availability of extended evening and weekend hours, and the minimal documentation required are likely to increase their willingness. The short estimated time required for the appointment also makes it more appealing.",True,2026-06-04T21:02:00.906535+00:00,0,default,"{""id"": ""gen-1780606917-za11pP4t1wLH0Zfi7TXU"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
Llama 3.1 8B Instruct,Meta,OpenRouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,DeepInfra,P16,low,3,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","Based on the person's profile and the scenario, I predict their willingness to get vaccinated as follows:

{""willingness"": 82, ""rationale"": ""The person's medium trust in public health authorities and lack of a regular doctor or health clinic may reduce their willingness to get vaccinated. However, the convenience of scheduling an appointment online, the availability of extended evening and weekend hours, and the minimal documentation required are likely to increase their willingness. The short estimated time required for the appointment also makes it more appealing.""}",True,82,True,"The person's medium trust in public health authorities and lack of a regular doctor or health clinic may reduce their willingness to get vaccinated. However, the convenience of scheduling an appointment online, the availability of extended evening and weekend hours, and the minimal documentation required are likely to increase their willingness. The short estimated time required for the appointment also makes it more appealing.",True,2026-06-04T21:02:04.644389+00:00,0,default,"{""id"": ""gen-1780606921-uHN92efmAi8ZQGfhHE2N"", ""model"": ""meta-llama/llama-3.1-8b-instruct"", ""provider"": ""DeepInfra""}"
