model,profile_id,repetition,rationale_high,autonomy_infringement,procedural_legitimacy,collective_responsibility,access_barriers,coercive_backlash
Llama 3.1 8B Instruct,P27,1,"The person's medium trust in public health authorities and the need to register in person at a public health center may reduce their willingness to get vaccinated. Additionally, the requirement to bring income verification and proof of residency, complete paper forms, and wait for at least a week to schedule an appointment may be perceived as inconvenient and bureaucratic, further decreasing their willingness.",0,0,1,0,0
Llama 3.1 8B Instruct,P27,2,"The person's medium trust in public health authorities and the requirement to register in person at a public health center may deter her from getting vaccinated. However, her high household income and ability to control her schedule may make it easier for her to accommodate the appointment. The inconvenience of the registration process and waiting time may still be a significant barrier.",0,0,1,0,0
Llama 3.1 8B Instruct,P27,3,"The person's medium trust in public health authorities and the requirement to register in person at a public health center may reduce her willingness to get vaccinated. However, her high household income and ability to control her schedule may make it easier for her to accommodate the 1-2 hour waiting time and the need to schedule an appointment one week in advance. Her concern for her child's health may also motivate her to get vaccinated, but the inconvenience of the registration process may still be a deterrent.",0,0,1,0,0
Llama 3.1 8B Instruct,P27,4,"The person's medium trust in public health authorities and the need to register in person at a public health center may reduce their willingness to get vaccinated. Additionally, the requirement to bring income verification and proof of residency, complete paper forms, and wait for at least a week to schedule an appointment may be perceived as inconvenient and bureaucratic, further decreasing their willingness.",0,0,1,0,0
Llama 3.1 8B Instruct,P27,5,"The person's medium trust in public health authorities and the need to register in person at a public health center may reduce their willingness to get vaccinated. Additionally, the requirement to bring income verification and proof of residency, complete paper forms, and wait for at least a week to schedule an appointment may be perceived as inconvenient and bureaucratic, further decreasing their willingness.",0,0,1,0,0
Mistral Large,P01,1,"The individual faces significant logistical barriers, including time constraints, lack of flexible work leave, and the need for in-person registration with documentation. Her medium trust in public health authorities and lack of a regular healthcare provider may further reduce motivation, though her responsibility as a parent could slightly increase willingness.",0,0,1,0,0
Mistral Large,P01,2,"The individual faces significant logistical barriers, including time constraints due to work, lack of easy access to healthcare, and the need for income verification and residency proof. Her medium trust in public health authorities and the inconvenience of the registration process further reduce her likelihood of proceeding.",0,0,1,0,0
Mistral Large,P01,3,"The individual faces significant logistical barriers, including time constraints, lack of easy access to healthcare, and administrative burdens (e.g., income verification, paper forms). However, her medium trust in public health authorities and responsibility for a young child may moderately motivate her to overcome these obstacles.",0,0,1,0,0
Mistral Large,P01,4,"The individual faces significant logistical barriers, including time constraints due to work, lack of easy access to healthcare, and the burdensome registration process. However, her medium trust in public health authorities and the presence of a young child may moderately increase her willingness to overcome these obstacles.",0,0,1,0,0
Mistral Large,P01,5,"The individual's low income, lack of flexible work hours, and absence of a regular healthcare provider create significant barriers to vaccination. The logistical burdens of in-person registration, documentation requirements, and long wait times further reduce her willingness, despite her medium trust in public health authorities.",0,0,1,1,0
Mistral Large,P02,1,"The individual faces significant logistical barriers, including time constraints due to work, travel distance to the clinic, and the complexity of in-person registration with documentation requirements. However, her medium trust in public health authorities and responsibility for a young child may moderately increase her willingness.",0,0,1,0,0
Mistral Large,P02,2,"The individual faces significant logistical barriers, including time constraints, transportation challenges, and bureaucratic hurdles (e.g., income verification, paper forms). While her medium trust in public health authorities and responsibility as a parent may motivate her, the inconvenience and opportunity cost likely outweigh these factors.",0,0,1,0,0
Mistral Large,P02,3,"The individual faces significant logistical barriers, including time constraints, transportation challenges, and bureaucratic hurdles (e.g., income verification, lengthy forms). Her medium trust in public health authorities and low-income status further reduce motivation, though her role as a caregiver may slightly increase willingness.",0,0,1,0,0
Mistral Large,P02,4,"The individual faces significant logistical barriers, including time constraints due to work, travel distance to the clinic, and the cumbersome in-person registration process. Her medium trust in public health authorities and socioeconomic challenges further reduce her likelihood of proceeding, though her role as a caregiver may slightly increase motivation.",0,0,1,0,0
Mistral Large,P02,5,"The individual faces significant logistical barriers, including time constraints, transportation challenges, and bureaucratic hurdles, which reduce willingness. However, her medium trust in public health authorities and responsibility for a young child may moderately offset these obstacles.",0,0,1,0,0
Mistral Large,P03,1,"The individual's medium trust in public health authorities, logistical barriers (time off work, lengthy in-person registration, and documentation requirements), and low household income reduce willingness. However, access to a regular doctor and having a young child may slightly increase motivation.",0,0,1,0,0
Mistral Large,P03,2,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, long wait times, and inflexible work schedule) reduce willingness. However, access to a regular doctor and the presence of a young child may slightly increase motivation.",0,0,1,0,0
Mistral Large,P03,3,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, long wait times, and inflexible work schedule) reduce willingness. However, access to a regular doctor and the presence of a young child may slightly increase motivation.",0,0,1,0,0
Mistral Large,P03,4,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, long wait times, and inflexible work schedule) reduce willingness. However, access to a regular doctor and the presence of a young child may slightly increase motivation.",0,0,1,0,0
Mistral Large,P03,5,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, long wait times) reduce willingness. However, access to a regular doctor and the presence of a young child may slightly increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P04,1,"The individual's medium trust in public health authorities, logistical barriers (e.g., in-person registration, documentation requirements, and long wait times), and lack of a regular healthcare provider reduce willingness. However, the presence of a young child may slightly increase motivation to seek vaccination.",0,0,1,0,0
Mistral Large,P04,2,"The individual's medium trust in public health authorities, lack of a regular healthcare provider, and logistical barriers (e.g., income verification, long wait times, and in-person registration) reduce willingness. However, her responsibility as a parent may moderately increase motivation to vaccinate her child.",0,0,1,0,0
Mistral Large,P04,3,"The individual's medium trust in public health authorities, logistical barriers (e.g., in-person registration, documentation requirements, and long wait times), and lack of a regular healthcare provider reduce willingness. However, the presence of a young child may slightly increase motivation to seek vaccination.",0,0,1,0,0
Mistral Large,P04,4,"The individual's medium trust in public health authorities, lack of a regular healthcare provider, and logistical barriers (e.g., income verification, long wait times, and in-person registration) reduce willingness. However, her responsibility for a young child may slightly increase motivation to overcome these hurdles.",0,0,1,0,0
Mistral Large,P04,5,"The individual's medium trust in public health authorities, logistical barriers (in-person registration, documentation requirements, long wait times), and lack of a regular healthcare provider reduce willingness. However, the presence of a young child may slightly increase motivation to seek vaccination.",0,0,1,0,0
Mistral Large,P05,1,"The individual's medium trust in public health authorities and logistical barriers (distance to clinic, income verification, lengthy paperwork, and wait times) reduce willingness. However, her responsibility as a parent and access to a regular doctor may moderately offset these challenges.",0,0,1,0,0
Mistral Large,P05,2,"The individual's medium trust in public health authorities and logistical barriers (e.g., travel distance, income verification, lengthy wait times) reduce willingness. However, the presence of a young child may slightly increase motivation to overcome these hurdles.",0,0,1,0,0
Mistral Large,P05,3,"The individual's medium trust in public health authorities and logistical barriers (distance to clinic, income verification, lengthy forms, and wait times) reduce willingness. However, her responsibility as a parent and access to a regular doctor may moderately offset these challenges.",0,0,1,0,0
Mistral Large,P05,4,"The individual's medium trust in public health authorities and logistical barriers (e.g., travel distance, income verification, long wait times) may reduce willingness, but the presence of a young child and access to a regular doctor could moderately motivate vaccination.",0,0,1,0,0
Mistral Large,P05,5,"The individual's medium trust in public health authorities, logistical barriers (distance to clinic, in-person registration with documentation requirements, and long wait times), and lower household income may reduce willingness. However, the presence of a young child and access to a regular doctor could moderately increase motivation.",0,0,1,0,0
Mistral Large,P06,1,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, long wait times) may reduce willingness, but her access to a regular doctor and need to protect her young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P06,2,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, long wait times) may reduce willingness, but her access to a regular doctor and need to protect her young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P06,3,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, long wait times) may reduce willingness, but her access to a regular doctor and need to protect her young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P06,4,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, long wait times) may reduce willingness, but her access to a regular doctor and need to protect her young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P06,5,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, lengthy forms, and wait times) may reduce willingness. However, access to a regular doctor and the presence of a young child could moderately increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P07,1,"The individual's medium trust in public health authorities, logistical barriers (in-person registration, documentation requirements, and long wait times), and lack of a regular healthcare provider reduce willingness. However, her responsibility for a young child and control over her schedule may slightly increase motivation.",0,0,1,0,0
Mistral Large,P07,2,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, long wait times) reduce willingness. However, her responsibility for a young child and control over her schedule may slightly increase her motivation to overcome these hurdles.",0,0,1,0,0
Mistral Large,P07,3,"The individual's medium trust in public health authorities, logistical barriers (e.g., in-person registration, income verification, long wait times), and lack of a regular healthcare provider reduce willingness. However, her self-employed status and control over her schedule may slightly mitigate these barriers.",0,0,1,0,0
Mistral Large,P07,4,"The individual's medium trust in public health authorities, logistical barriers (in-person registration, documentation requirements, and long wait times), and lack of a regular healthcare provider reduce willingness. However, her responsibility for a young child and control over her schedule may moderately increase her motivation.",0,0,1,0,0
Mistral Large,P07,5,"The individual's medium trust in public health authorities, lack of a regular healthcare provider, and logistical barriers (in-person registration, income verification, long wait times) reduce willingness. However, her responsibility for a young child and control over her schedule may slightly increase motivation.",0,0,1,0,0
Mistral Large,P08,1,"The individual's medium trust in public health authorities and logistical barriers (distance to clinic, in-person registration with documentation requirements, and long wait times) may reduce willingness. However, her self-employed status and control over her schedule could mitigate some inconvenience, and her child's age may motivate vaccination.",0,0,1,0,0
Mistral Large,P08,2,"The individual's medium trust in public health authorities and logistical barriers (e.g., travel distance, paperwork, long wait times) may reduce willingness, but her control over her schedule and responsibility for a young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P08,3,"The individual's medium trust in public health authorities, logistical barriers (distance to clinic, in-person registration with documentation requirements, and long wait times), and lower income may reduce willingness. However, her self-employed status and responsibility for a young child could moderately increase motivation to overcome these obstacles.",0,0,1,0,0
Mistral Large,P08,4,"The individual's medium trust in public health authorities, logistical barriers (distance to clinic, in-person registration with documentation requirements, and long wait times), and low household income may reduce willingness. However, her self-employed status and responsibility for a young child could moderately increase motivation to overcome these obstacles.",0,0,1,0,0
Mistral Large,P08,5,"The individual's medium trust in public health authorities, logistical barriers (distance to clinic, in-person registration with documentation requirements, and long wait times), and lower household income may reduce willingness. However, her self-employed status and responsibility for a young child could moderately increase motivation to overcome these hurdles.",0,0,1,0,0
Mistral Large,P09,1,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P09,2,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P09,3,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P09,4,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, documentation requirements, and long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P09,5,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P10,1,"The individual's medium trust in public health authorities, logistical barriers (e.g., time off work, long wait times, in-person registration), and lack of a regular healthcare provider reduce willingness. However, her responsibility as a parent may moderately increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P10,2,"The individual's medium trust in public health authorities, logistical barriers (e.g., time off work, lengthy in-person process), and lack of a regular healthcare provider reduce willingness. However, the presence of a young child may slightly increase motivation to seek vaccination.",0,0,1,0,0
Mistral Large,P10,3,"The individual's medium trust in public health authorities, lack of a regular healthcare provider, and logistical barriers (time off work, in-person registration with documentation, and long wait times) reduce her willingness. However, her responsibility as a parent may slightly increase her motivation to vaccinate.",0,0,1,0,0
Mistral Large,P10,4,"The individual's medium trust in public health authorities, lack of a regular healthcare provider, and logistical barriers (e.g., time off work, in-person registration with documentation, and long wait times) reduce willingness. However, the presence of a young child may slightly increase motivation to seek vaccination.",0,0,1,0,0
Mistral Large,P10,5,"The individual's medium trust in public health authorities, logistical barriers (e.g., time off work, lengthy in-person registration), and lack of a regular healthcare provider reduce willingness. However, her responsibility as a parent may moderately increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P11,1,"The individual's medium trust in public health authorities, logistical barriers (e.g., time off work, distance to clinic, lengthy in-person registration), and childcare responsibilities likely reduce her willingness. However, her stable employment and regular doctor may slightly offset these concerns.",0,0,1,1,0
Mistral Large,P11,2,"The logistical barriers (in-person registration, long wait times, paperwork, and lack of flexible time off) combined with medium trust in public health authorities and the inconvenience of traveling to a distant clinic reduce her willingness. However, having a young child may slightly increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P11,3,"The logistical barriers (in-person registration, long wait times, paperwork, and lack of flexible time off) significantly reduce willingness, despite medium trust in public health. The presence of a young child and distance to the clinic further lower motivation.",0,0,1,0,0
Mistral Large,P11,4,"The individual's medium trust in public health authorities, logistical barriers (time off work, distance to clinic, lengthy in-person registration), and the need to arrange childcare reduce her willingness. However, her regular doctor relationship and suburban access to a health center slightly mitigate these concerns.",0,0,1,1,0
Mistral Large,P11,5,"The individual's medium trust in public health authorities, logistical barriers (e.g., time off work, distance to clinic, lengthy in-person registration), and the need to arrange childcare may reduce her willingness. However, her regular doctor and suburban context slightly mitigate these concerns.",0,0,1,1,0
Mistral Large,P12,1,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, long wait times, and paperwork) reduce willingness. However, access to a regular doctor and the presence of a young child may slightly increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P12,2,"The individual's medium trust in public health authorities and logistical barriers (time off work, lengthy in-person registration, and documentation requirements) reduce willingness. However, access to a regular doctor and responsibility for a young child may slightly increase motivation.",0,0,1,0,0
Mistral Large,P12,3,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, long wait times, and inflexible work schedule) reduce willingness. However, access to a regular doctor and the presence of a young child may slightly increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P12,4,"The individual's medium trust in public health authorities and logistical barriers (time off work, lengthy in-person registration, and documentation requirements) reduce willingness. However, access to a regular doctor and the presence of a young child may slightly increase motivation.",0,0,1,0,0
Mistral Large,P12,5,"The individual's medium trust in public health authorities and logistical barriers (time off work, lengthy in-person registration, and documentation requirements) reduce willingness. However, access to a regular doctor and responsibility for a young child may slightly increase motivation.",0,0,1,0,0
Mistral Large,P13,1,"The individual's medium trust in public health authorities and lack of a regular healthcare provider suggest moderate baseline willingness. However, the logistical barriers (in-person registration, paperwork, long wait times, and advance scheduling) may deter her, especially given her part-time work and childcare responsibilities.",0,0,1,1,0
Mistral Large,P13,2,"The individual's medium trust in public health authorities and lack of a regular healthcare provider may reduce motivation, while the logistical barriers (in-person registration, paperwork, long wait times) further decrease willingness. However, her responsibility as a parent may moderately offset these factors.",0,0,1,0,0
Mistral Large,P13,3,"The individual's medium trust in public health authorities and lack of a regular healthcare provider suggest moderate baseline willingness, but the logistical barriers (in-person registration, paperwork, income verification, and long wait times) may significantly reduce her likelihood of following through.",0,0,1,0,0
Mistral Large,P13,4,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, long wait times, and lack of a regular healthcare provider) reduce willingness. However, having a young child may slightly increase motivation to seek vaccination for family protection.",0,0,1,0,0
Mistral Large,P13,5,"The individual's medium trust in public health authorities, lack of a regular healthcare provider, and logistical barriers (e.g., in-person registration, income verification, long wait times) reduce willingness. However, her responsibility as a parent may moderately increase motivation to vaccinate her child.",0,0,1,0,0
Mistral Large,P14,1,"The individual's medium trust in public health authorities and logistical barriers (e.g., travel distance, lengthy in-person registration, and documentation requirements) may reduce willingness. However, her responsibility as a parent and access to a regular doctor could moderately offset these concerns.",0,0,1,0,0
Mistral Large,P14,2,"The individual's medium trust in public health authorities and logistical barriers (e.g., travel distance, paperwork, long wait times) may reduce willingness, but the presence of a young child and part-time flexibility slightly increase motivation to overcome these hurdles.",0,0,1,0,0
Mistral Large,P14,3,"The individual's medium trust in public health authorities and logistical barriers (distance to clinic, in-person registration with paperwork, long wait times, and income verification) reduce willingness. However, her responsibility as a parent may moderately increase her motivation to vaccinate her child.",0,0,1,0,0
Mistral Large,P14,4,"The individual's medium trust in public health authorities and logistical barriers (distance to clinic, in-person registration with paperwork, long wait times, and income verification) reduce willingness. However, having a young child may slightly increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P14,5,"The individual's medium trust in public health authorities and logistical barriers (distance to clinic, in-person registration with paperwork, long wait times, and advance scheduling) reduce willingness. However, her responsibility as a parent may moderately increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P15,1,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P15,2,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce her willingness, but her access to a regular doctor and need to protect her young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P15,3,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P15,4,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P15,5,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness. However, her access to a regular doctor and responsibility for a young child could moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P16,1,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, paperwork, long wait times) may reduce willingness. However, her self-employed status and control over her schedule could mitigate some inconvenience, and having a young child may slightly increase motivation.",0,0,1,0,0
Mistral Large,P16,2,"The individual's medium trust in public health authorities, lack of a regular healthcare provider, and logistical barriers (e.g., in-person registration, paperwork, and long wait times) reduce willingness. However, her self-employed status and control over her schedule may slightly mitigate these barriers.",0,0,1,0,0
Mistral Large,P16,3,"The individual's medium trust in public health authorities, lack of a regular healthcare provider, and logistical barriers (in-person registration, paperwork, and long wait times) reduce willingness. However, her responsibility for a young child and schedule flexibility may slightly increase motivation.",0,0,1,0,0
Mistral Large,P16,4,"The individual's medium trust in public health authorities, lack of a regular healthcare provider, and logistical barriers (e.g., in-person registration, paperwork, long wait times) reduce willingness. However, her responsibility as a parent and control over her schedule may slightly offset these factors.",0,0,1,0,0
Mistral Large,P16,5,"The individual's medium trust in public health authorities, lack of a regular healthcare provider, and logistical barriers (in-person registration, paperwork, and long wait times) reduce willingness. However, her self-employed status and control over her schedule may slightly mitigate these barriers.",0,0,1,0,0
Mistral Large,P17,1,"The individual's medium trust in public health authorities and logistical barriers (e.g., travel distance, paperwork, and long wait times) may reduce willingness, but her self-employed flexibility and responsibility for a young child could moderately motivate her to overcome these hurdles.",0,0,1,0,0
Mistral Large,P17,2,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, paperwork, long wait times, and distance to the clinic) reduce willingness. However, her self-employed status and control over her schedule may slightly offset these challenges.",0,0,1,0,0
Mistral Large,P17,3,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, paperwork, long wait times, and distance to the clinic) may reduce her willingness. However, her self-employed status and control over her schedule could slightly offset these challenges, as could her responsibility for a young child.",0,0,1,0,0
Mistral Large,P17,4,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, paperwork, long wait times, and distance to the clinic) may reduce her willingness. However, her responsibility as a parent and control over her schedule could moderately offset these concerns.",0,0,1,0,0
Mistral Large,P17,5,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, paperwork, long wait times, and distance to the clinic) reduce willingness. However, her responsibility as a parent and control over her schedule may moderately offset these concerns.",0,0,1,0,0
Mistral Large,P18,1,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P18,2,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P18,3,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P18,4,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce her willingness, but her access to healthcare and responsibility for a young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P18,5,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce her willingness. However, her access to healthcare and responsibility for a young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P19,1,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, lengthy wait times, and documentation requirements) reduce willingness. However, her responsibility as a parent and stable income may moderately offset these concerns.",0,0,1,0,0
Mistral Large,P19,2,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, income verification, long wait times, and lack of flexible work hours) reduce willingness. However, her responsibility as a parent may moderately increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P19,3,"The individual's medium trust in public health authorities and logistical barriers (time off work, in-person registration with documentation, long wait times) reduce willingness. However, her responsibility as a parent may slightly increase motivation to vaccinate despite inconvenience.",0,0,1,0,0
Mistral Large,P19,4,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, time constraints, lack of flexible work hours, and no regular healthcare provider) reduce willingness. However, her responsibility as a parent may moderately increase motivation to vaccinate.",0,0,1,1,0
Mistral Large,P19,5,"The individual's medium trust in public health authorities and logistical barriers (time off work, in-person registration with documentation, long wait times) reduce willingness. However, her responsibility as a parent may slightly increase motivation to vaccinate her child and herself.",0,0,1,0,0
Mistral Large,P20,1,"The individual's medium trust in public health authorities and logistical barriers (time constraints, distance to clinic, and cumbersome registration process) reduce willingness. However, her socioeconomic status and responsibility for a young child may moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P20,2,"The individual's medium trust in public health authorities and logistical barriers (time constraints, distance to clinic, in-person registration with paperwork) reduce willingness. However, her socioeconomic status and responsibility for a young child may moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P20,3,"The individual's medium trust in public health authorities and logistical barriers (time constraints, distance to clinic, and cumbersome registration process) reduce willingness. However, her socioeconomic stability and responsibility for a young child may moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P20,4,"The individual's medium trust in public health authorities and logistical barriers (time constraints, distance to clinic, and cumbersome registration process) reduce willingness. However, her stable income and responsibility for a young child may moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P20,5,"The individual's medium trust in public health authorities and logistical barriers (time constraints, distance to clinic, and cumbersome registration process) reduce willingness. However, her socioeconomic stability and responsibility for a young child may moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P21,1,"The individual's medium trust in public health authorities and logistical barriers (time constraints, in-person registration, and paperwork) reduce willingness. However, access to a regular doctor and having a young child may slightly increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P21,2,"The individual's medium trust in public health authorities and logistical barriers (time off work, lengthy in-person registration, and paperwork) reduce willingness. However, access to a regular doctor and having a young child may slightly increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P21,3,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, long wait times, and paperwork) reduce willingness, but her access to healthcare and responsibility for a young child slightly increase her likelihood of proceeding.",0,0,1,0,0
Mistral Large,P21,4,"The individual's medium trust in public health authorities and logistical barriers (time off work, lengthy in-person registration, and paperwork) reduce willingness, but her access to healthcare and responsibility for a young child slightly increase her likelihood of proceeding.",0,0,1,0,0
Mistral Large,P21,5,"The individual's medium trust in public health authorities and logistical barriers (time off work, in-person registration with documentation, and long wait times) reduce willingness. However, access to a regular doctor and having a young child may slightly increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P22,1,"The individual's medium trust in public health authorities and lack of a regular healthcare provider may reduce motivation, while the logistical barriers (in-person registration, paperwork, and long wait times) further lower willingness. However, her responsibility as a parent and stable income may slightly offset these factors.",0,0,1,0,0
Mistral Large,P22,2,"The individual's medium trust in public health authorities and lack of a regular healthcare provider may reduce motivation, while the logistical barriers (in-person registration, paperwork, long wait times) further lower willingness. However, her responsibility as a parent and stable income may moderately offset these factors.",0,0,1,0,0
Mistral Large,P22,3,"The individual's medium trust in public health authorities and lack of a regular healthcare provider may reduce motivation, while logistical barriers (in-person registration, paperwork, and long wait times) further lower willingness. However, her responsibility as a parent and stable income may moderately offset these factors.",0,0,1,0,0
Mistral Large,P22,4,"The individual's medium trust in public health authorities and lack of a regular healthcare provider may reduce motivation, while the logistical barriers (in-person registration, paperwork, long wait times) further lower willingness. However, her responsibility as a parent may moderately increase her likelihood of proceeding.",0,0,1,0,0
Mistral Large,P22,5,"The individual's medium trust in public health authorities and lack of a regular healthcare provider may reduce motivation, while the logistical barriers (in-person registration, paperwork, long wait times) further lower willingness. However, her responsibility as a parent and stable income may slightly offset these factors.",0,0,1,0,0
Mistral Large,P23,1,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, paperwork, long wait times, and distance to the clinic) reduce willingness. However, her part-time flexible schedule and responsibility for a young child may moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P23,2,"The individual's medium trust in public health authorities and logistical barriers (e.g., travel distance, paperwork, and wait times) may reduce willingness, but her socioeconomic status and responsibility for a young child could moderately motivate her to overcome these hurdles.",0,0,1,0,0
Mistral Large,P23,3,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, long wait times, and paperwork) may reduce willingness, but her stable income, access to a regular doctor, and responsibility for a young child could moderately offset these concerns.",0,0,1,0,0
Mistral Large,P23,4,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, paperwork, long wait times, and distance to the clinic) reduce willingness. However, her part-time flexible schedule and responsibility for a young child may moderately increase motivation to vaccinate.",0,0,1,0,0
Mistral Large,P23,5,"The individual's medium trust in public health authorities and logistical barriers (e.g., in-person registration, paperwork, long wait times, and distance to the clinic) reduce willingness. However, her socioeconomic status and responsibility for a young child may moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P24,1,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness, but her access to healthcare and responsibility for a young child could moderately motivate her to proceed.",0,0,1,0,0
Mistral Large,P24,2,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) reduce willingness. However, her access to healthcare and responsibility for a young child may moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P24,3,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness. However, her access to healthcare and responsibility for a young child could moderately increase her motivation to get vaccinated.",0,0,1,0,0
Mistral Large,P24,4,"The individual's medium trust in public health authorities and logistical barriers (in-person registration, paperwork, and long wait times) may reduce willingness. However, her access to healthcare and responsibility for a young child could moderately increase her motivation to get vaccinated.",0,0,1,0,0
